datetime,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,hour,day_of_week,month,day_of_year
2024-02-28 06:00:00,46.5,48.6,32.0,60.6,346.4,26.4,79.5,4.0,6,2,2,59
2024-02-28 07:00:00,,,,,,,,,7,2,2,59
2024-02-28 08:00:00,35.5,48.3,26.8,28.2,580.4,21.3,81.4,3.1,8,2,2,59
2024-02-28 09:00:00,,,,,,,,,9,2,2,59
2024-02-28 10:00:00,46.3,26.5,41.6,17.4,709.2,24.0,83.6,4.7,10,2,2,59
2024-02-28 11:00:00,40.2,28.1,40.2,37.4,380.8,22.5,83.6,4.6,11,2,2,59
2024-02-28 12:00:00,,,,,,,,,12,2,2,59
2024-02-28 13:00:00,25.9,73.5,20.3,29.4,244.4,22.5,83.3,4.9,13,2,2,59
2024-02-28 14:00:00,21.2,30.3,39.3,35.5,822.7,24.6,85.4,3.0,14,2,2,59
2024-02-28 15:00:00,,,,,,,,,15,2,2,59
2024-02-28 16:00:00,29.4,53.8,26.4,17.5,341.1,21.8,86.7,3.6,16,2,2,59
2024-02-28 17:00:00,30.1,38.7,39.1,42.0,519.5,24.1,86.1,3.7,17,2,2,59
2024-02-28 18:00:00,87.0,63.4,32.7,42.1,817.2,20.2,88.0,4.6,18,2,2,59
2024-02-28 19:00:00,69.0,83.0,58.5,23.0,1242.6,21.1,83.5,3.7,19,2,2,59
2024-02-28 20:00:00,67.0,76.0,52.5,37.8,942.0,24.4,79.2,4.1,20,2,2,59
2024-02-28 21:00:00,62.1,53.0,24.0,57.4,411.5,23.1,68.9,4.2,21,2,2,59
2024-02-28 22:00:00,26.7,57.4,17.2,21.9,576.8,21.0,73.8,4.7,22,2,2,59
2024-02-28 23:00:00,42.9,42.7,18.9,32.7,597.4,23.2,87.8,4.2,23,2,2,59
2024-02-29 00:00:00,33.3,42.8,27.1,34.8,346.7,25.1,86.0,3.8,0,3,2,60
2024-02-29 01:00:00,,,,,,,,,1,3,2,60
2024-02-29 02:00:00,51.7,45.5,25.7,40.2,395.4,26.8,95.0,4.0,2,3,2,60
2024-02-29 03:00:00,38.1,39.9,29.6,31.6,409.7,24.5,83.9,4.1,3,3,2,60
2024-02-29 04:00:00,38.4,39.2,34.6,36.3,441.2,24.5,72.3,3.7,4,3,2,60
2024-02-29 05:00:00,45.1,56.2,15.0,20.5,377.0,23.3,87.9,3.0,5,3,2,60
2024-02-29 06:00:00,29.3,61.9,38.9,31.6,371.0,26.8,89.9,3.7,6,3,2,60
2024-02-29 07:00:00,38.1,37.5,66.6,24.4,851.9,25.2,87.7,3.6,7,3,2,60
2024-02-29 08:00:00,35.9,59.1,42.5,18.1,400.8,22.6,90.0,3.2,8,3,2,60
2024-02-29 09:00:00,27.2,47.9,25.6,24.1,461.1,24.8,75.3,3.4,9,3,2,60
2024-02-29 10:00:00,60.6,35.8,21.9,32.9,517.5,21.8,84.6,5.0,10,3,2,60
2024-02-29 11:00:00,,,,,,,,,11,3,2,60
2024-02-29 12:00:00,30.6,48.0,27.0,17.8,569.1,26.2,86.7,4.0,12,3,2,60
2024-02-29 13:00:00,30.1,38.0,24.7,20.3,470.6,24.1,91.7,4.1,13,3,2,60
2024-02-29 14:00:00,35.9,22.1,27.1,39.5,283.3,24.6,82.3,4.1,14,3,2,60
2024-02-29 15:00:00,,,,,,,,,15,3,2,60
2024-02-29 16:00:00,42.3,51.4,26.9,42.1,496.2,24.4,79.7,4.5,16,3,2,60
2024-02-29 17:00:00,,,,,,,,,17,3,2,60
2024-02-29 18:00:00,56.0,100.9,39.2,36.7,661.1,26.6,81.5,5.0,18,3,2,60
2024-02-29 19:00:00,64.1,82.6,36.1,25.0,700.8,24.3,93.1,3.4,19,3,2,60
2024-02-29 20:00:00,54.6,104.9,86.4,30.9,643.1,24.5,78.7,4.1,20,3,2,60
2024-02-29 21:00:00,53.0,37.0,40.9,57.4,284.0,23.4,84.6,4.6,21,3,2,60
2024-02-29 22:00:00,37.9,21.1,29.8,89.3,272.5,25.5,91.0,3.2,22,3,2,60
2024-02-29 23:00:00,40.8,44.7,39.0,35.6,475.1,27.1,74.4,4.6,23,3,2,60
2024-03-01 00:00:00,40.2,58.0,32.7,36.4,326.2,22.6,86.4,3.5,0,4,3,61
2024-03-01 01:00:00,46.9,52.2,26.3,39.3,503.5,25.5,84.8,3.6,1,4,3,61
2024-03-01 02:00:00,34.8,32.4,14.6,29.7,354.4,23.5,80.8,4.9,2,4,3,61
2024-03-01 03:00:00,22.3,40.6,22.6,46.8,285.7,19.4,90.3,3.6,3,4,3,61
2024-03-01 04:00:00,37.2,33.7,22.0,44.0,374.8,20.6,92.8,4.2,4,4,3,61
2024-03-01 05:00:00,27.1,30.9,16.6,33.9,794.1,24.2,87.5,3.9,5,4,3,61
2024-03-01 06:00:00,28.1,52.7,14.7,25.9,411.7,25.4,82.7,3.2,6,4,3,61
2024-03-01 07:00:00,59.0,41.4,44.1,16.0,771.3,24.6,77.0,4.9,7,4,3,61
2024-03-01 08:00:00,71.7,45.4,41.6,39.4,668.5,24.9,85.1,3.4,8,4,3,61
2024-03-01 09:00:00,49.8,42.6,24.7,32.0,416.9,28.6,83.4,3.5,9,4,3,61
2024-03-01 10:00:00,36.2,25.3,19.0,21.9,654.3,24.5,83.7,3.8,10,4,3,61
2024-03-01 11:00:00,54.9,41.3,37.1,18.7,393.3,22.9,81.7,4.0,11,4,3,61
2024-03-01 12:00:00,35.4,56.1,18.2,38.3,285.9,23.1,81.3,3.3,12,4,3,61
2024-03-01 13:00:00,,,,,,,,,13,4,3,61
2024-03-01 14:00:00,39.1,25.2,23.1,33.1,398.2,20.9,78.0,4.0,14,4,3,61
2024-03-01 15:00:00,19.4,50.9,29.5,41.2,530.5,25.9,89.4,3.6,15,4,3,61
2024-03-01 16:00:00,,,,,,,,,16,4,3,61
2024-03-01 17:00:00,37.0,32.6,25.5,25.1,929.8,21.7,84.8,4.0,17,4,3,61
2024-03-01 18:00:00,87.4,61.7,47.2,17.8,575.7,20.5,82.6,4.7,18,4,3,61
2024-03-01 19:00:00,72.6,83.1,48.2,37.2,916.2,26.4,87.5,4.7,19,4,3,61
2024-03-01 20:00:00,56.9,115.9,45.8,47.5,421.8,21.7,87.2,5.0,20,4,3,61
2024-03-01 21:00:00,22.8,33.9,27.9,23.4,408.2,23.5,86.7,3.1,21,4,3,61
2024-03-01 22:00:00,31.0,26.5,53.3,36.0,473.0,21.4,78.4,3.8,22,4,3,61
2024-03-01 23:00:00,25.5,47.8,60.6,55.3,302.8,27.3,83.2,4.0,23,4,3,61
2024-03-02 00:00:00,27.9,50.7,19.9,33.5,665.8,23.7,92.3,3.5,0,5,3,62
2024-03-02 01:00:00,,,,,,,,,1,5,3,62
2024-03-02 02:00:00,54.8,33.7,30.7,44.3,386.0,22.6,89.5,3.2,2,5,3,62
2024-03-02 03:00:00,37.4,53.7,26.6,21.8,482.2,26.3,84.2,3.9,3,5,3,62
2024-03-02 04:00:00,23.2,46.7,36.1,17.4,355.4,21.5,82.7,3.4,4,5,3,62
2024-03-02 05:00:00,38.0,31.7,27.5,40.5,618.1,22.8,85.2,4.4,5,5,3,62
2024-03-02 06:00:00,47.6,40.5,25.4,24.8,575.8,25.8,80.1,4.4,6,5,3,62
2024-03-02 07:00:00,41.5,39.9,55.5,25.8,712.4,24.2,88.8,4.7,7,5,3,62
2024-03-02 08:00:00,47.9,73.5,58.3,22.7,765.2,21.0,80.0,3.8,8,5,3,62
2024-03-02 09:00:00,50.1,55.3,23.0,24.2,408.9,23.9,87.1,4.6,9,5,3,62
2024-03-02 10:00:00,,,,,,,,,10,5,3,62
2024-03-02 11:00:00,40.4,39.5,24.0,56.8,412.2,23.6,86.4,4.6,11,5,3,62
2024-03-02 12:00:00,,,,,,,,,12,5,3,62
2024-03-02 13:00:00,37.7,52.2,23.0,45.2,531.7,24.0,85.2,3.9,13,5,3,62
2024-03-02 14:00:00,,,,,,,,,14,5,3,62
2024-03-02 15:00:00,29.1,38.1,35.3,16.5,310.1,23.2,83.2,4.6,15,5,3,62
2024-03-02 16:00:00,41.3,50.1,45.5,27.1,322.2,25.6,81.7,3.3,16,5,3,62
2024-03-02 17:00:00,29.7,45.0,30.5,69.3,833.5,22.0,80.5,3.0,17,5,3,62
2024-03-02 18:00:00,100.4,63.2,33.3,24.6,484.5,19.1,87.4,4.9,18,5,3,62
2024-03-02 19:00:00,53.1,69.1,42.6,53.6,549.9,23.0,89.2,4.0,19,5,3,62
2024-03-02 20:00:00,64.0,68.7,43.7,29.9,774.3,24.2,89.6,5.0,20,5,3,62
2024-03-02 21:00:00,44.0,46.4,29.8,10.0,430.4,22.6,85.5,3.9,21,5,3,62
2024-03-02 22:00:00,21.7,35.7,28.6,37.8,361.1,22.4,91.6,4.2,22,5,3,62
2024-03-02 23:00:00,19.6,35.5,51.1,48.5,510.8,22.7,80.9,4.5,23,5,3,62
2024-03-03 00:00:00,,,,,,,,,0,6,3,63
2024-03-03 01:00:00,48.9,53.3,28.7,47.6,423.3,21.0,88.9,3.3,1,6,3,63
2024-03-03 02:00:00,28.4,32.0,57.3,14.9,392.6,24.9,84.6,4.3,2,6,3,63
2024-03-03 03:00:00,72.1,47.7,20.5,16.7,422.8,18.2,85.5,4.0,3,6,3,63
2024-03-03 04:00:00,28.3,41.6,26.4,31.6,366.6,24.6,89.5,4.7,4,6,3,63
2024-03-03 05:00:00,35.4,45.2,18.0,35.2,255.7,24.2,87.7,3.1,5,6,3,63
2024-03-03 06:00:00,53.2,41.9,25.8,50.0,465.8,24.6,85.7,4.1,6,6,3,63
2024-03-03 07:00:00,91.7,86.1,28.7,37.5,803.3,19.7,82.1,3.4,7,6,3,63
2024-03-03 08:00:00,93.2,66.9,54.3,18.0,609.6,24.1,79.7,4.2,8,6,3,63
2024-03-03 09:00:00,,,,,,,,,9,6,3,63
2024-03-03 10:00:00,45.5,54.9,18.1,37.0,358.5,26.8,78.6,3.5,10,6,3,63
2024-03-03 11:00:00,40.0,43.1,33.7,13.7,558.5,24.3,88.0,4.0,11,6,3,63
2024-03-03 12:00:00,42.3,41.7,26.7,28.6,276.4,21.2,75.5,3.8,12,6,3,63
2024-03-03 13:00:00,28.4,44.2,35.1,25.4,524.4,20.2,85.9,4.5,13,6,3,63
2024-03-03 14:00:00,26.2,39.1,16.8,22.4,372.4,22.3,83.0,4.2,14,6,3,63
2024-03-03 15:00:00,33.5,40.3,28.6,35.5,423.2,25.2,82.2,3.2,15,6,3,63
2024-03-03 16:00:00,31.8,33.7,32.9,18.4,346.4,25.9,83.0,5.0,16,6,3,63
2024-03-03 17:00:00,29.2,32.1,21.7,34.3,302.7,23.9,70.0,4.8,17,6,3,63
2024-03-03 18:00:00,74.3,53.6,29.1,36.4,1177.9,23.7,82.2,4.2,18,6,3,63
2024-03-03 19:00:00,80.3,47.6,44.6,44.8,978.5,22.9,80.0,4.6,19,6,3,63
2024-03-03 20:00:00,61.9,55.6,69.5,18.5,929.5,23.5,80.1,3.0,20,6,3,63
2024-03-03 21:00:00,52.2,38.1,37.2,15.9,558.9,26.0,95.0,3.4,21,6,3,63
2024-03-03 22:00:00,23.8,41.4,21.6,32.5,494.9,22.9,77.4,4.5,22,6,3,63
2024-03-03 23:00:00,31.6,37.0,16.0,25.9,564.9,24.9,86.3,3.2,23,6,3,63
2024-03-04 00:00:00,,,,,,,,,0,0,3,64
2024-03-04 01:00:00,19.3,64.9,21.5,34.7,644.8,25.7,79.9,4.2,1,0,3,64
2024-03-04 02:00:00,32.9,56.1,29.6,29.6,627.8,24.8,77.7,3.1,2,0,3,64
2024-03-04 03:00:00,32.5,46.3,24.4,27.0,478.1,25.6,90.1,3.4,3,0,3,64
2024-03-04 04:00:00,53.1,71.8,19.4,17.8,391.2,27.4,90.5,3.2,4,0,3,64
2024-03-04 05:00:00,40.8,30.2,37.2,36.2,295.5,18.5,81.3,4.1,5,0,3,64
2024-03-04 06:00:00,24.8,71.3,26.6,28.0,456.8,25.1,89.0,4.4,6,0,3,64
2024-03-04 07:00:00,88.3,45.5,44.2,28.0,1060.6,24.6,79.3,3.4,7,0,3,64
2024-03-04 08:00:00,73.0,65.2,20.8,30.0,451.6,24.5,82.4,3.9,8,0,3,64
2024-03-04 09:00:00,60.3,41.4,16.2,31.6,868.3,24.1,87.8,3.0,9,0,3,64
2024-03-04 10:00:00,31.5,40.7,15.3,14.4,370.3,24.1,79.4,3.5,10,0,3,64
2024-03-04 11:00:00,,,,,,,,,11,0,3,64
2024-03-04 12:00:00,30.2,38.7,31.0,20.6,299.8,25.5,84.6,3.3,12,0,3,64
2024-03-04 13:00:00,,,,,,,,,13,0,3,64
2024-03-04 14:00:00,59.4,41.7,44.2,48.4,517.9,23.6,79.0,4.6,14,0,3,64
2024-03-04 15:00:00,53.6,34.6,26.9,58.9,537.5,23.3,95.0,4.9,15,0,3,64
2024-03-04 16:00:00,,,,,,,,,16,0,3,64
2024-03-04 17:00:00,,,,,,,,,17,0,3,64
2024-03-04 18:00:00,63.4,59.9,54.3,32.2,551.4,27.2,87.4,4.3,18,0,3,64
2024-03-04 19:00:00,35.7,95.9,46.9,15.8,782.1,21.1,80.4,4.5,19,0,3,64
2024-03-04 20:00:00,66.9,105.2,60.6,39.9,688.1,25.1,86.8,3.2,20,0,3,64
2024-03-04 21:00:00,,,,,,,,,21,0,3,64
2024-03-04 22:00:00,29.3,56.9,29.9,31.2,387.3,22.6,84.8,3.9,22,0,3,64
2024-03-04 23:00:00,20.9,75.1,37.2,20.0,390.3,24.2,88.6,3.6,23,0,3,64
2024-03-05 00:00:00,39.7,44.0,20.3,33.9,448.3,26.2,81.7,4.0,0,1,3,65
2024-03-05 01:00:00,29.0,48.8,27.7,40.2,475.1,23.1,86.6,3.3,1,1,3,65
2024-03-05 02:00:00,23.9,55.7,13.2,30.3,617.1,26.3,81.6,3.9,2,1,3,65
2024-03-05 03:00:00,14.4,37.6,32.6,23.4,386.4,26.0,85.4,4.5,3,1,3,65
2024-03-05 04:00:00,33.7,43.1,50.5,24.2,503.5,22.3,85.0,3.9,4,1,3,65
2024-03-05 05:00:00,57.8,27.5,16.5,31.4,734.3,21.5,82.7,3.4,5,1,3,65
2024-03-05 06:00:00,55.9,42.5,24.7,29.3,507.5,24.1,75.3,4.6,6,1,3,65
2024-03-05 07:00:00,44.5,71.0,52.0,41.3,909.2,21.2,88.4,3.8,7,1,3,65
2024-03-05 08:00:00,42.6,71.4,38.7,23.7,532.3,17.9,94.5,3.9,8,1,3,65
2024-03-05 09:00:00,58.7,84.2,40.5,17.7,516.6,22.7,85.2,3.7,9,1,3,65
2024-03-05 10:00:00,25.2,32.3,22.2,33.2,407.5,28.1,81.4,3.6,10,1,3,65
2024-03-05 11:00:00,37.2,34.8,21.9,23.8,420.7,22.8,85.5,4.2,11,1,3,65
2024-03-05 12:00:00,42.8,72.0,24.7,39.3,589.4,24.5,90.2,3.4,12,1,3,65
2024-03-05 13:00:00,49.1,39.0,25.9,28.8,343.4,25.1,90.9,4.5,13,1,3,65
2024-03-05 14:00:00,,,,,,,,,14,1,3,65
2024-03-05 15:00:00,32.0,40.0,24.9,19.2,590.1,23.1,86.7,4.8,15,1,3,65
2024-03-05 16:00:00,26.1,31.9,44.1,30.5,456.0,26.2,87.9,4.9,16,1,3,65
2024-03-05 17:00:00,26.5,66.4,22.0,21.7,426.1,23.8,85.1,3.8,17,1,3,65
2024-03-05 18:00:00,57.2,62.7,29.8,17.6,826.5,23.5,79.7,3.3,18,1,3,65
2024-03-05 19:00:00,68.3,52.4,43.5,20.4,548.6,25.3,82.6,4.0,19,1,3,65
2024-03-05 20:00:00,80.5,64.1,35.7,23.1,545.9,21.7,82.9,3.5,20,1,3,65
2024-03-05 21:00:00,26.7,22.4,16.0,47.3,265.4,21.2,86.0,3.9,21,1,3,65
2024-03-05 22:00:00,53.2,33.5,26.8,22.9,454.8,20.5,75.7,3.8,22,1,3,65
2024-03-05 23:00:00,31.3,30.5,19.9,17.3,563.1,24.9,87.1,3.9,23,1,3,65
2024-03-06 00:00:00,34.0,49.4,20.6,30.1,539.0,23.5,74.5,4.0,0,2,3,66
2024-03-06 01:00:00,27.4,33.6,27.1,28.9,603.7,25.5,86.6,4.3,1,2,3,66
2024-03-06 02:00:00,16.5,53.6,15.0,23.5,662.7,23.9,90.4,3.0,2,2,3,66
2024-03-06 03:00:00,44.6,62.5,14.0,26.8,447.4,21.1,89.0,3.5,3,2,3,66
2024-03-06 04:00:00,42.7,51.9,32.5,42.3,420.2,23.1,80.1,3.3,4,2,3,66
2024-03-06 05:00:00,31.5,38.5,13.1,37.4,667.0,25.6,87.7,4.4,5,2,3,66
2024-03-06 06:00:00,34.9,42.9,18.2,36.1,347.1,23.3,88.1,4.7,6,2,3,66
2024-03-06 07:00:00,59.9,39.0,20.5,17.8,451.2,26.2,93.1,4.5,7,2,3,66
2024-03-06 08:00:00,32.1,59.2,32.5,90.8,580.4,22.9,86.4,4.9,8,2,3,66
2024-03-06 09:00:00,43.8,47.6,44.7,43.6,560.4,25.2,89.7,3.2,9,2,3,66
2024-03-06 10:00:00,43.4,50.6,26.7,35.2,434.6,20.2,82.4,3.9,10,2,3,66
2024-03-06 11:00:00,23.5,88.9,59.3,18.0,332.0,23.4,80.3,4.8,11,2,3,66
2024-03-06 12:00:00,37.4,47.7,37.6,41.8,478.6,23.0,88.9,3.6,12,2,3,66
2024-03-06 13:00:00,22.8,22.6,18.5,23.4,361.1,21.0,89.0,4.6,13,2,3,66
2024-03-06 14:00:00,,,,,,,,,14,2,3,66
2024-03-06 15:00:00,33.9,42.6,66.2,14.6,299.4,22.5,78.5,5.0,15,2,3,66
2024-03-06 16:00:00,21.1,42.2,37.2,17.4,410.8,22.3,85.2,3.7,16,2,3,66
2024-03-06 17:00:00,48.6,33.0,31.6,34.1,387.4,26.4,84.8,3.8,17,2,3,66
2024-03-06 18:00:00,49.4,79.6,47.4,42.8,826.4,24.1,85.7,3.3,18,2,3,66
2024-03-06 19:00:00,48.3,50.9,50.9,37.6,1018.2,25.4,89.0,3.3,19,2,3,66
2024-03-06 20:00:00,65.4,55.7,27.5,37.1,835.2,20.4,89.7,4.7,20,2,3,66
2024-03-06 21:00:00,48.3,49.9,27.1,27.9,412.2,22.2,84.6,3.8,21,2,3,66
2024-03-06 22:00:00,25.2,30.3,26.3,24.3,527.1,28.0,79.6,4.2,22,2,3,66
2024-03-06 23:00:00,34.9,48.3,18.7,32.1,551.6,25.5,80.9,4.5,23,2,3,66
2024-03-07 00:00:00,39.2,27.4,21.4,39.5,465.4,21.7,81.6,3.9,0,3,3,67
2024-03-07 01:00:00,42.4,70.2,43.9,28.5,482.2,24.3,84.0,4.9,1,3,3,67
2024-03-07 02:00:00,36.3,32.8,24.7,46.2,521.2,21.9,82.1,4.9,2,3,3,67
2024-03-07 03:00:00,,,,,,,,,3,3,3,67
2024-03-07 04:00:00,26.9,45.7,14.1,19.2,386.4,19.4,85.0,5.0,4,3,3,67
2024-03-07 05:00:00,35.4,34.9,21.5,28.3,480.6,24.4,81.4,3.0,5,3,3,67
2024-03-07 06:00:00,25.0,43.2,15.0,29.7,393.3,24.4,86.2,3.0,6,3,3,67
2024-03-07 07:00:00,21.5,73.7,25.4,27.5,590.6,21.7,93.8,3.1,7,3,3,67
2024-03-07 08:00:00,58.9,82.8,29.0,47.5,720.6,23.3,83.8,4.9,8,3,3,67
2024-03-07 09:00:00,67.8,78.7,43.3,39.3,725.5,24.6,81.2,4.2,9,3,3,67
2024-03-07 10:00:00,17.0,39.3,28.4,16.1,493.8,20.3,86.2,4.9,10,3,3,67
2024-03-07 11:00:00,25.5,39.6,20.4,52.6,338.5,21.3,80.7,3.3,11,3,3,67
2024-03-07 12:00:00,41.5,83.7,11.9,9.5,280.6,23.6,83.9,3.1,12,3,3,67
2024-03-07 13:00:00,63.9,55.0,43.4,67.3,546.4,22.2,81.2,4.1,13,3,3,67
2024-03-07 14:00:00,34.7,31.4,23.4,25.4,343.6,23.0,79.3,3.4,14,3,3,67
2024-03-07 15:00:00,27.7,42.6,17.5,26.4,336.5,23.9,80.2,4.7,15,3,3,67
2024-03-07 16:00:00,32.6,37.4,28.5,27.8,327.5,22.1,81.3,3.8,16,3,3,67
2024-03-07 17:00:00,52.1,39.7,27.8,33.2,606.3,23.8,79.4,4.5,17,3,3,67
2024-03-07 18:00:00,51.1,51.5,41.6,28.5,823.4,24.5,91.0,4.0,18,3,3,67
2024-03-07 19:00:00,,,,,,,,,19,3,3,67
2024-03-07 20:00:00,53.7,128.2,31.1,48.0,950.3,21.4,89.3,4.4,20,3,3,67
2024-03-07 21:00:00,25.9,49.2,33.7,35.7,423.9,22.6,77.8,3.7,21,3,3,67
2024-03-07 22:00:00,35.8,19.6,18.2,19.4,581.7,25.1,83.2,4.9,22,3,3,67
2024-03-07 23:00:00,56.1,59.6,20.9,38.3,299.8,20.9,86.7,3.8,23,3,3,67
2024-03-08 00:00:00,38.2,57.8,32.7,34.9,310.6,24.2,92.9,3.8,0,4,3,68
2024-03-08 01:00:00,32.2,37.4,39.7,22.8,305.5,24.0,80.9,4.4,1,4,3,68
2024-03-08 02:00:00,31.8,51.6,45.3,38.9,488.2,18.8,78.2,4.3,2,4,3,68
2024-03-08 03:00:00,21.7,32.2,37.7,26.6,500.7,23.0,85.6,5.0,3,4,3,68
2024-03-08 04:00:00,45.2,36.2,23.2,25.9,373.3,24.6,81.3,4.7,4,4,3,68
2024-03-08 05:00:00,,,,,,,,,5,4,3,68
2024-03-08 06:00:00,32.9,38.4,42.6,10.7,629.3,23.0,87.4,3.2,6,4,3,68
2024-03-08 07:00:00,135.7,35.7,63.1,22.9,523.9,24.3,83.3,3.2,7,4,3,68
2024-03-08 08:00:00,56.9,61.3,30.9,37.7,705.0,26.0,83.3,3.7,8,4,3,68
2024-03-08 09:00:00,41.6,61.0,53.9,28.1,525.3,25.0,84.0,4.0,9,4,3,68
2024-03-08 10:00:00,30.5,59.7,23.2,16.9,597.6,22.5,75.6,4.3,10,4,3,68
2024-03-08 11:00:00,49.0,41.8,44.0,41.6,519.4,21.1,84.9,4.7,11,4,3,68
2024-03-08 12:00:00,35.9,36.7,21.7,25.1,282.7,25.0,82.2,5.0,12,4,3,68
2024-03-08 13:00:00,22.5,57.0,52.0,17.4,397.8,21.6,87.8,3.8,13,4,3,68
2024-03-08 14:00:00,45.7,43.2,34.3,68.4,230.5,22.9,80.2,4.1,14,4,3,68
2024-03-08 15:00:00,,,,,,,,,15,4,3,68
2024-03-08 16:00:00,60.9,58.9,22.1,40.2,795.0,26.3,87.4,4.1,16,4,3,68
2024-03-08 17:00:00,,,,,,,,,17,4,3,68
2024-03-08 18:00:00,54.6,75.0,33.4,29.9,504.6,24.1,90.9,3.2,18,4,3,68
2024-03-08 19:00:00,91.8,79.1,63.0,19.7,814.1,23.0,75.3,4.8,19,4,3,68
2024-03-08 20:00:00,63.8,54.4,64.2,17.2,770.0,21.6,86.9,4.4,20,4,3,68
2024-03-08 21:00:00,,,,,,,,,21,4,3,68
2024-03-08 22:00:00,40.1,41.7,30.8,33.3,255.4,23.4,84.3,4.6,22,4,3,68
2024-03-08 23:00:00,26.9,39.3,33.5,44.7,474.0,25.3,79.8,3.2,23,4,3,68
2024-03-09 00:00:00,28.8,61.4,22.2,27.8,562.5,24.5,77.6,3.8,0,5,3,69
2024-03-09 01:00:00,47.6,44.8,31.7,68.5,1012.6,23.1,89.2,3.5,1,5,3,69
2024-03-09 02:00:00,31.6,54.2,22.9,31.4,638.0,23.0,88.7,4.3,2,5,3,69
2024-03-09 03:00:00,31.0,42.0,27.3,35.3,291.9,21.3,93.7,3.4,3,5,3,69
2024-03-09 04:00:00,,,,,,,,,4,5,3,69
2024-03-09 05:00:00,39.7,47.2,23.2,22.0,514.8,23.8,77.0,3.8,5,5,3,69
2024-03-09 06:00:00,64.9,42.1,26.8,34.7,350.6,26.9,84.0,3.9,6,5,3,69
2024-03-09 07:00:00,38.0,62.6,34.5,27.2,817.0,23.2,86.0,4.6,7,5,3,69
2024-03-09 08:00:00,52.8,47.2,34.4,30.4,798.4,23.5,89.5,3.7,8,5,3,69
2024-03-09 09:00:00,80.1,73.2,57.3,20.3,937.1,21.8,91.9,3.5,9,5,3,69
2024-03-09 10:00:00,,,,,,,,,10,5,3,69
2024-03-09 11:00:00,,,,,,,,,11,5,3,69
2024-03-09 12:00:00,25.4,58.4,15.7,17.6,355.9,24.9,91.6,3.8,12,5,3,69
2024-03-09 13:00:00,39.7,28.8,30.4,36.4,292.4,24.3,76.4,4.0,13,5,3,69
2024-03-09 14:00:00,33.0,36.9,31.6,14.3,460.3,27.0,79.3,3.7,14,5,3,69
2024-03-09 15:00:00,47.0,57.1,22.8,30.3,381.8,21.1,86.9,4.1,15,5,3,69
2024-03-09 16:00:00,49.9,46.1,54.4,57.1,393.1,26.5,95.0,3.3,16,5,3,69
2024-03-09 17:00:00,76.0,41.3,11.8,37.0,603.5,22.1,76.3,4.8,17,5,3,69
2024-03-09 18:00:00,74.8,81.4,62.1,36.9,1169.8,24.7,85.0,4.1,18,5,3,69
2024-03-09 19:00:00,69.3,79.6,60.5,19.7,535.6,21.8,87.5,3.8,19,5,3,69
2024-03-09 20:00:00,,,,,,,,,20,5,3,69
2024-03-09 21:00:00,31.4,37.8,27.9,48.8,378.5,19.0,87.0,3.3,21,5,3,69
2024-03-09 22:00:00,,,,,,,,,22,5,3,69
2024-03-09 23:00:00,32.0,34.4,35.5,23.3,218.4,24.3,78.3,4.1,23,5,3,69
2024-03-10 00:00:00,37.0,38.4,20.5,46.3,278.6,27.7,91.6,3.1,0,6,3,70
2024-03-10 01:00:00,52.2,35.9,29.3,57.5,416.9,19.9,87.0,4.3,1,6,3,70
2024-03-10 02:00:00,26.0,41.1,24.7,16.9,546.7,24.1,79.1,4.6,2,6,3,70
2024-03-10 03:00:00,49.5,35.4,18.0,18.8,441.7,23.1,87.2,5.0,3,6,3,70
2024-03-10 04:00:00,52.2,48.8,33.9,26.5,528.3,20.3,86.3,4.5,4,6,3,70
2024-03-10 05:00:00,33.9,44.8,21.6,11.8,458.2,21.9,72.3,4.9,5,6,3,70
2024-03-10 06:00:00,18.6,53.2,15.6,28.2,633.3,23.2,74.3,3.0,6,6,3,70
2024-03-10 07:00:00,44.0,46.2,32.8,45.0,1011.7,25.1,86.3,4.1,7,6,3,70
2024-03-10 08:00:00,77.8,57.2,29.9,15.8,515.7,24.3,95.0,3.3,8,6,3,70
2024-03-10 09:00:00,,,,,,,,,9,6,3,70
2024-03-10 10:00:00,26.1,48.4,27.8,22.2,503.0,20.5,72.5,4.5,10,6,3,70
2024-03-10 11:00:00,30.2,33.3,42.8,54.0,915.6,25.0,76.7,3.5,11,6,3,70
2024-03-10 12:00:00,45.3,55.5,20.9,22.3,339.9,23.8,87.9,3.4,12,6,3,70
2024-03-10 13:00:00,41.4,60.2,35.8,51.4,417.0,27.4,88.5,3.7,13,6,3,70
2024-03-10 14:00:00,,,,,,,,,14,6,3,70
2024-03-10 15:00:00,31.5,36.4,29.9,38.1,322.5,26.4,82.4,3.3,15,6,3,70
2024-03-10 16:00:00,31.3,36.0,35.7,31.0,484.8,25.2,88.7,3.3,16,6,3,70
2024-03-10 17:00:00,26.7,93.0,33.6,26.5,459.3,25.8,90.3,3.5,17,6,3,70
2024-03-10 18:00:00,102.8,66.8,28.9,20.4,914.5,25.0,88.2,4.7,18,6,3,70
2024-03-10 19:00:00,57.5,125.6,58.3,31.9,908.5,25.1,80.0,3.6,19,6,3,70
2024-03-10 20:00:00,91.2,51.9,52.8,23.5,724.3,19.6,89.3,3.5,20,6,3,70
